cart_health_score,cart_item_count,cart_fruits_and_vegetables,cart_whole_grain_foods,cart_meat_and_alternatives,cart_dairy_and_alternatives,cart_energy_kj,cart_energy_kj_missing,cart_fat,cart_fat_missing,cart_saturated_fat,cart_saturated_fat_missing,cart_carbohydrates,cart_carbohydrates_missing,cart_sugars,cart_sugars_missing,cart_fiber,cart_fiber_missing,cart_protein,cart_protein_missing,cart_salt,cart_salt_missing,cart_sodium,cart_sodium_missing,candidate_score,candidate_energy_kj,candidate_energy_kj_missing,candidate_fat,candidate_fat_missing,candidate_saturated_fat,candidate_saturated_fat_missing,candidate_carbohydrates,candidate_carbohydrates_missing,candidate_sugars,candidate_sugars_missing,candidate_fiber,candidate_fiber_missing,candidate_protein,candidate_protein_missing,candidate_salt,candidate_salt_missing,candidate_sodium,candidate_sodium_missing,candidate_fruits_and_vegetables,candidate_whole_grain_foods,candidate_meat_and_alternatives,candidate_dairy_and_alternatives,action,candidate_barcode,candidate_name,before_score,after_score,score_change,replaced_barcode
-1.6,5,0,0,0,0,3907.855784876455,0,25.107970537655753,0,14.03913019636461,0,71.70000011057094,0,47.08115947557532,0,2.3333333056906,1,102.12318862693897,0,1.125,1,0.45,1,0.0,460.405802519425,0,4.05797101449275,0,1.73913043478261,0,8.00000011057094,0,1.68115947557532,0,1.3333333056906,0,9.62318862693897,0,0.0,1,0.0,1,0,0,0,0,remove,00110241,Rosemary and garlic chicken with potato bake,-1.6,-2.0,-0.4,
-2.111111111111111,9,0,0,0,0,7258.03021638609,0,69.76414610705126,0,23.586554173060858,0,236.41899159663862,0,64.13313731100045,0,8.704481778692468,1,34.58812347369369,0,5.963060430846539,0,2.385224172338616,0,0.0,441.39,0,1.67,0,1.0,0,14.67,0,9.33,0,0.7,0,7.33,0,0.125,0,0.05,0,0,0,0,1,replace,0011110821171,2% milkfat lowfat greek yogurt,-2.1111,-1.8889,0.2222,00017152
-1.7,10,1,0,0,1,9410.50045562734,0,111.05358041482488,0,36.127054752679435,0,200.2380992859571,0,58.39081009003459,0,7.403556560622809,1,108.96477048622914,0,15.65725263515811,0,6.262901054063244,0,-7.0,1829.2,0,15.0,0,5.3,0,65.0,0,36.0,0,5.0,0,7.6,0,10.0,0,4.0,0,0,0,0,0,replace,00009264,Rellenos chocolate negro,-1.7,-2.0,-0.3,0016027708300
-3.4,5,0,0,0,0,8175.500004720688,0,120.46999995231627,0,22.66999995231628,0,122.8900003814697,0,26.73333330949144,0,25.5333333333333,1,83.8066666666667,0,8.131292650918635,0,3.252517060367454,0,-4.0,1768.36,0,33.1,0,9.0,0,2.98,0,0.5,0,0.0,1,29.0,0,3.3,0,1.32,0,0,0,0,0,add,0007010310036,Jamón de bellota,-3.4,-3.5,-0.1,
-0.8,5,0,0,0,0,5512.3,0,11.0,0,0.0,1,164.5,0,30.5,1,20.0,1,126.4,0,27.5625,1,11.025,1,0.0,383.333333333333,0,0.0,0,0.0,0,20.2380952380952,0,1.19047619047619,0,2.38095238095238,0,1.19047619047619,0,0.0446428571428571,0,0.0178571428571429,0,0,0,0,0,replace,0021130092109,Southern Style Hash Browns Diced Potatoes,-0.8,-1.0,-0.2,0005580200810
-1.0,7,1,0,0,0,6216.848107141164,1,85.53118165684198,1,21.956338028169007,0,126.4210184182019,1,37.46146623329701,0,6.5366558324304505,1,50.04375447465507,1,4.384690251017392,1,2.01843103082901,1,0.0,560.56338028169,0,3.52112676056338,0,1.05633802816901,0,17.6056338028169,0,1.05633802816901,0,1.40845070422535,0,7.04225352112676,0,0.73943661971831,0,0.295774647887324,0,0,0,0,0,remove,0014500017505,PROTEIN VEGGIE PASTA ROTINI ALFREDO,-1.0,-1.1667,-0.1667,
-0.5,2,0,0,0,0,1580.5,0,13.4,0,3.9,0,44.0,0,8.4,0,1.5,1,19.1,0,1.85,0,0.74,0,0.0,507.4,0,2.5,0,0.6,0,16.8,0,4.4,0,1.5,0,6.9,0,0.4,0,0.16,0,0,0,0,0,remove,00084222,Poulet Kip Piri-Piri,-0.5,-1.0,-0.5,
-1.2,5,0,0,0,1,3244.4799999999996,0,10.11,0,1.01,0,137.49,0,45.72,0,9.6,1,26.839999999999996,0,9.3525,0,0.755,0,1.0,948.74213836478,0,7.54716981132075,0,0.0,1,30.8176100628931,0,0.0,1,2.83018867924528,0,7.23270440251572,0,0.0,1,0.0,1,0,0,0,0,add,00001295,Feed Grade Soybeans,-1.2,-0.8333,0.3667,
-0.7142857142857143,7,0,0,0,0,6630.290477716352,0,71.36999999999999,0,14.68714276177543,1,166.7290475236802,0,35.30666657129924,0,14.626190464269541,1,61.1023811431159,0,17.406,1,6.95843333333333,1,-3.0,429.7,0,6.1,0,2.9,0,9.1,0,3.6,0,0.0,1,2.9,0,0.9,0,0.36,0,0,0,0,0,remove,00003744,Courge spaghetti au bleu,-0.7143,-0.3333,0.381,
-2.8,5,0,0,0,0,3354.6100000000015,1,92.23333333333339,0,54.03333314259854,0,71.47,1,39.3,1,2.5,1,57.96,0,1.5096666666666698,1,0.603866666666668,1,-3.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.0,0,2.14285714285714,0,0.857142857142857,0,0,0,0,0,add,0011110153500,Kosher Dill Pickle Spears,-2.8,-2.8333,-0.0333,
-2.25,4,0,0,0,0,4820.225859525575,0,44.53281860937279,0,11.55534242229567,0,151.7436726228717,0,37.39877227628544,0,2.7064645839777413,1,33.6010246893023,0,4.536068706528097,0,1.8144274826112388,0,-1.0,556.0,0,7.0,0,2.0,0,15.0,0,3.0,0,1.0,0,2.0,0,0.0,1,0.0,1,0,0,0,0,replace,0004400007736,Peanut butter crackers,-2.25,-1.75,0.5,0011110031655
-2.8,5,0,0,0,0,5646.8265,1,60.5571,1,22.3,1,176.05710000000002,1,81.19999999999999,1,0.2,1,114.2143,0,3.1975,1,1.279,1,2.0,96.9,0,0.0,0,0.0,0,5.7,0,4.8,0,0.0,1,0.0,0,0.0,0,0.0,0,1,0,0,0,replace,00133324,Fruit Punch,-2.8,-1.2,1.6,0004183081801
-2.0,3,0,0,0,1,2631.17476190476,0,23.131904761904728,0,9.528095238095236,0,37.78,1,73.33,0,0.714285714285714,1,13.96,1,1.4984523809523767,0,0.5993809523809528,0,-2.0,594.27,0,8.37,0,5.29,0,12.78,0,12.33,0,0.0,0,3.96,0,0.0925,0,0.037,0,0,0,0,1,remove,0011384232017,GREEK YOGURT HONEY,-2.0,-2.0,0.0,
-1.8571428571428572,7,0,0,0,0,5410.9857219151,1,45.25714323861257,1,19.147618999935332,0,113.59999961853033,1,33.271428571428565,1,7.78571428571429,1,102.52857142857141,1,9.67,1,3.8680000000000003,1,1.0,1491.11111111111,0,0.0,0,0.0,0,80.0,0,0.0,0,2.22222222222222,0,6.66666666666667,0,0.0,0,0.0,0,0,0,0,0,add,0005679250220,Kimora Sushi Rice,-1.8571,-1.5,0.3571,
-2.0,5,0,0,0,1,5530.75897435898,0,17.6776923076923,0,7.753846153846149,0,157.9461538461538,0,85.4017948717948,0,8.876923076923081,1,124.74025641025644,0,3.74538461538462,1,1.4981538461538462,1,-2.0,1620.6,0,4.7,0,2.5,0,7.1,0,5.2,0,0.0,1,78.0,0,0.7,0,0.511,0,0,0,0,0,replace,0000683442920,Designer Whey Protein Vanilla,-2.0,-1.0,1.0,0013300608746
-0.8,5,0,0,0,1,7190.25714285714,0,80.6285714285714,0,13.5142857142857,1,148.27142857142857,0,76.17142857142856,1,35.0,0,82.7285714285714,0,7.19071428571429,0,2.876285714285714,0,-2.0,2796.42857142857,0,53.5714285714286,0,5.35714285714286,0,21.4285714285714,0,3.57142857142857,0,10.7142857142857,0,21.4285714285714,0,0.982142857142857,0,0.392857142857143,0,0,0,0,0,add,0011110143235,Roasted Almonds Salted with Sea Salt,-0.8,-1.0,-0.2,
-2.0,4,0,0,0,0,8411.22222222221,0,106.14814814814801,0,44.2962962962963,0,120.03703703703701,0,32.8518518518523,0,50.0740740740741,1,120.148148148148,0,3.01481481481483,0,1.205925925925932,0,1.0,2530.0,0,50.0,0,6.6666666666667,0,16.666666666667,0,3.3333333333333,0,6.66666666666667,0,23.333333333333,0,1.0,0,0.4,0,0,0,1,0,replace,00161268,Trader Joes Old Fashioned Blister Peanuts,-2.0,-1.5,0.5,00177059
-0.6666666666666666,3,0,0,1,0,2719.670383912551,0,29.374074264809,0,7.68148150532338,0,52.4444444444444,0,26.5185185185185,0,7.40740740740741,1,40.1185188999885,0,1.733333333333333,0,0.693333333333333,0,-1.0,1495.5,0,0.4,0,0.1,0,5.1,0,1.4,0,0.0,1,82.0,0,1.88,0,0.752,0,0,0,0,0,replace,00131167,Pure whey protein,-0.6667,0.0,0.6667,0013764001244
-3.111111111111111,9,0,0,0,0,10681.55842487432,1,219.6342146093217,0,89.95644065259691,0,153.7995097126544,1,65.55778753414532,1,14.80613169490474,1,131.1912803326507,1,12.152167502759696,1,4.693505530305156,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0,0,0,0,remove,0016571957285,sparkling ice pink grapefruit,-3.1111,-3.5,-0.3889,
-2.0,2,0,0,0,0,3163.6629629629597,0,45.59259259259259,0,15.0,0,47.6555555555556,0,3.76666666666667,0,3.51851851851852,1,37.5555555555556,0,4.26351851851852,0,1.788740740740741,0,-4.0,1673.21428571429,0,1.7857142857143,0,1.7857142857143,0,85.714285714286,0,7.1428571428571,0,3.5714285714286,0,7.1428571428571,0,2.0535714285714,0,0.82142857142856,0,0,0,0,0,add,0016000172937,Rice Chex,-2.0,-2.6667,-0.6667,
-3.8,5,0,0,1,1,7887.8796460177,0,85.6840707964602,0,28.94955752212389,0,228.1929203539823,0,116.4336283185841,0,0.884955752212389,1,48.89469026548673,0,3.7022123893805308,1,1.4808849557522121,1,-5.0,2000.8,0,50.0,0,3.6,0,6.5,0,4.0,0,1.0,0,1.9,0,1.9,0,0.76,0,0,0,0,0,replace,00130974,sauce salade caesar,-3.8,-4.8,-1.0,00081580
-1.8333333333333333,6,0,0,0,0,6390.076190476188,0,61.36190476190443,0,28.58809523809527,0,180.96666666666698,0,76.033333333333,1,7.7333333333333005,1,57.7285714285714,0,3.67428571428571,0,1.469714285714286,0,3.0,1021.6,0,3.3,0,0.9,0,38.6,0,1.4,0,6.4,0,11.3,0,0.9,0,0.36,0,0,1,0,0,replace,00090414,Miller’s Wholemeal,-1.8333,-1.6667,0.1667,0002000002039
-3.0,2,0,0,0,0,3087.03431372549,0,26.3970588235294,0,7.84313725490196,0,109.3137254901961,0,25.44117647058824,0,0.980392156862745,1,14.36274509803922,0,1.93075980392157,0,0.7723039215686269,0,2.0,201.694915254237,0,0.0,0,0.0,0,11.864406779661,0,11.016949152542,0,0.0,1,0.0,0,0.0,1,0.0,1,1,0,0,0,replace,0015000020712,Nature select baby apple juice imp,-3.0,-0.5,2.5,0018000477487
-1.8888888888888888,9,2,0,1,0,14369.358921974235,0,136.96725408060098,0,38.07619047619047,0,395.6353940969716,0,115.8154605421542,0,27.306533680933768,1,138.66567952329504,0,11.394207231932224,1,4.5576828927728865,1,2.0,346.1,0,0.9,0,0.1,0,0.1,0,0.1,0,0.0,1,18.3,0,0.25,0,0.1,0,0,0,0,0,add,0015869015003,Seelachsfilet,-1.8889,-1.5,0.3889,
-1.8,5,0,0,0,1,4665.24761904762,1,62.8333333333333,1,41.0085714285714,0,75.46190476190476,1,62.5,0,0.0,1,62.2095238095238,1,3.47321428571429,1,1.389285714285714,1,-3.0,685.1,0,0.0,0,0.0,0,40.0,0,39.5,0,0.0,1,0.3,0,0.0,0,0.0,0,0,0,0,0,replace,00200130,Mermelada Melocotón,-1.8,-1.8,0.0,0011110587213
-1.0,3,0,0,0,0,3157.8314259011404,0,38.228571047101696,0,19.97142866679603,0,60.77142933436807,0,17.471428571428568,0,11.21999980926514,1,36.5,0,1.78571428571429,1,0.714285714285714,1,-3.0,2377.0,0,45.0,0,32.0,0,20.0,0,11.0,0,4.0,0,20.0,0,0.25,0,0.1,0,0,0,0,0,add,0000983304508,Bisco sandwich,-1.0,-1.5,-0.5,
-2.0,7,1,0,0,1,8285.94209695351,0,97.83260500194646,0,47.251680672268904,1,217.4781509399414,0,113.6527731092437,0,2.62857146864178,1,55.75756318549148,0,3.111428571428571,1,1.244571428571429,1,-3.0,1530.0,0,0.0,0,0.0,1,85.0,0,65.0,0,0.0,1,5.0,0,0.1875,0,0.075,0,0,0,0,0,remove,0011206008257,Squashies Sours,-2.0,-1.8333,0.1667,
-0.6666666666666666,6,0,0,0,2,6713.884660905605,0,101.671426,0,35.242857,0,67.85714300000001,0,12.804761833333329,0,37.57619033333333,1,87.83299677876111,0,3.40333333333333,1,0.761333333333333,1,-6.0,874.066666666667,0,10.2,0,4.8,0,20.0,0,2.73333333333333,0,1.73333333333333,0,8.4,0,2.33333333333333,0,0.393333333333333,0,0,0,0,0,remove,00199810,Lasagne Ravioli,-0.6667,0.4,1.0667,
-2.75,8,1,0,0,0,13912.946165762381,0,233.46294783748039,0,174.33969032697124,0,270.7533733968795,0,149.86242107004944,0,10.448256471421981,1,40.51791177949097,0,5.252516168023393,1,2.101630097478726,1,-4.0,2244.5,0,35.0,0,20.0,0,43.0,0,38.0,0,10.1,0,8.1,0,0.0,1,0.0,1,0,0,0,0,add,00074527,Chocolat noir 60% poires et amandes grillées,-2.75,-2.8889,-0.1389,
-1.1111111111111112,9,1,0,0,0,8989.524051036675,0,96.52978203083458,0,25.27335296282661,0,316.05203247045324,0,108.22161902425051,0,30.45514048174046,1,72.84080235553913,0,4.390128752095893,0,1.7560515008383568,0,0.0,445.1,0,3.3,0,0.9,0,9.8,0,1.2,0,0.0,1,9.2,0,0.38,0,0.152,0,0,0,0,0,add,00150958,Roast Beef,-1.1111,-1.0,0.1111,
-2.75,8,0,0,0,1,7732.236596045559,0,76.67806518026248,0,32.69295032319569,1,230.22188157382982,0,73.87426012707995,0,19.71622690704477,1,48.45504814114919,0,15.171692968750007,1,6.071752413504469,1,-1.0,547.916666666667,0,1.62037037037037,0,0.231481481481481,0,24.0740740740741,0,0.0,1,0.0,1,4.62962962962963,0,0.462962962962963,0,0.185185185185185,0,0,0,0,0,add,0011110678904,California Roll,-2.75,-2.5556,0.1944,
-2.5,2,0,0,0,0,1309.6904761904739,0,5.35714285714286,0,1.78571428571429,1,33.2380952380953,0,33.2380952380953,0,0.0,0,32.1428571428571,0,2.5,1,1.0,1,-5.0,1230.35714285714,0,5.35714285714286,0,1.78571428571429,0,28.5714285714286,0,28.5714285714286,0,0.0,0,32.1428571428571,0,2.5,0,1.0,0,0,0,0,0,remove,0017082888129,BEEF JERKY SWEET & HOT,-2.5,0.0,2.5,
-1.875,8,0,0,0,0,10091.091137377667,0,80.77797950968976,0,25.67430640118197,1,238.6902900599492,0,106.47277572711327,0,20.877911799065423,1,176.27442177102859,0,17.538850057302994,1,7.679627663623621,1,-6.0,2274.7,0,36.3,0,19.2,0,48.1,0,41.0,0,0.0,1,6.7,0,0.12,0,0.048,0,0,0,0,0,add,00020007,Chocolats,-1.875,-2.3333,-0.4583,
-2.25,4,0,0,0,1,3335.677777777781,0,31.984126984127,0,16.7857142857143,0,19.8555555555556,0,2.14285714285714,1,2.27142857142857,1,105.67936507936486,0,12.40892857142857,0,4.96,0,-2.0,1278.57142857143,0,21.4285714285714,0,14.2857142857143,0,3.57142857142857,0,0.0,1,0.0,1,25.0,0,1.69642857142857,0,0.678571428571429,0,0,0,0,1,remove,0021000054947,Kraft Italian five cheese,-2.25,-2.3333,-0.0833,
-2.75,8,0,0,1,1,10516.507368421051,0,81.9310526315789,0,26.8863157894737,1,362.5263157894737,0,145.06315789473686,0,21.299999999999997,1,67.7594736842105,0,6.20795684210526,1,2.48318273684211,1,-2.0,204.0,0,0.0,0,0.0,0,12.0,0,12.0,0,0.0,0,0.0,0,0.02,0,0.008,0,0,0,0,0,remove,0016229903534,guanabana,-2.75,-2.8571,-0.1071,
0.3333333333333333,3,0,0,0,0,1285.1,0,11.1,0,0.6,0,35.3,0,10.0,0,0.5,1,15.899999999999999,0,0.0,1,0.0,1,-3.0,1099.5,0,13.0,0,10.0,0,32.0,0,21.0,0,0.6,0,4.1,0,0.28,0,0.112,0,0,0,0,1,add,00003923,Tiramisu,0.3333,-0.5,-0.8333,
-1.6666666666666667,9,0,0,0,1,9564.870651130026,0,93.90142810730707,0,30.908787705537033,0,281.75475788661424,0,69.96476276942661,0,26.81142872401646,1,63.89385278206359,0,7.310151515151548,1,2.924060606060617,1,-2.0,1506.0,0,23.0,0,12.0,0,9.0,0,0.8,0,16.0,0,22.0,0,1.15,0,0.46,0,0,0,0,0,replace,0000982134494,Muffin,-1.6667,-2.0,-0.3333,0011110451408
-2.0,9,0,0,1,0,11588.167773960267,0,125.78731443250793,0,43.314044975626516,0,216.8102784774277,0,49.87118811887176,0,42.82589048378521,1,170.9208989394661,0,27.70679660604662,1,11.08271864003446,1,-5.0,3385.5,0,91.5,0,12.60000038147,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0,0,0,0,add,00017706,Huile d'olive Picholine,-2.0,-2.3,-0.3,
-0.8,10,1,0,0,1,7679.125906432752,1,81.46082118441645,1,38.616414241001564,1,199.60767196277072,1,48.157909562639006,1,36.86900584795322,1,63.45841485050657,1,5.58064195603739,1,2.2181722753727042,1,1.0,680.0,0,0.0,0,0.0,0,40.0,0,40.0,0,0.0,1,0.0,0,0.0,0,0.0,0,1,0,0,0,add,0021130008988,Maraschino cherries,-0.8,-0.6364,0.1636,
-1.1666666666666667,6,0,0,0,1,4529.4494444444435,0,12.31089743589747,0,2.26346153846154,0,195.46358974358978,0,104.26538461538459,0,8.87606837606837,0,40.00333333333334,0,2.228846153846151,1,0.8915384615384616,1,0.0,569.0,0,10.7,0,7.4,0,4.1,0,3.2,0,0.5,0,6.0,0,0.11,0,0.044,0,0,0,0,1,add,0002086211233,authentic greek yoghurt,-1.1667,-1.0,0.1667,
-2.2222222222222223,9,0,0,1,2,14268.000872480337,0,137.7420450699396,0,49.984652657284215,0,372.12245121350384,0,108.85665852665855,0,31.57464387464391,1,152.52155195681522,0,8.339626095152434,0,3.3358504380609713,0,-5.0,341.7,0,0.0,0,0.0,0,18.7,0,16.7,0,0.0,1,1.4,0,6.4,0,2.56,0,0,0,0,0,replace,0001003141469,Oyster Flavoured Sauce,-2.2222,-2.3333,-0.1111,0000976017335
-1.0,6,0,0,1,0,5980.623410576348,0,41.44664289958403,0,9.59001782531194,0,229.32650029708856,0,82.95559516735985,0,25.9976827094474,0,32.01584472172702,0,3.3942364824717766,1,1.35769459298871,1,1.0,1197.20000928639,0,0.69999998807907,0,0.10000000149012,0,58.700000762939,0,0.30000001192093,0,0.0,1,10.199999809265,0,0.5,0,0.2,0,0,0,0,0,add,00044901,Kölner Dom Nudeln,-1.0,-0.7143,0.2857,
-3.375,8,0,0,0,0,8905.55346749226,1,130.9618709907121,0,39.31862436532508,1,212.9713739318886,1,80.19514066496166,0,10.81424148606811,1,37.055108359133115,0,4.719163358460094,1,1.598197659173509,1,-3.0,1062.5,0,5.35714285714286,0,2.67857142857143,0,44.6428571428571,0,19.6428571428571,0,1.78571428571429,0,5.35714285714286,0,0.558035714285714,0,0.223214285714286,0,0,0,0,0,add,0011110118301,Sandwiches Vanilla,-3.375,-3.3333,0.0417,
-0.8,10,0,0,0,1,10108.832340425532,0,104.3063829787234,0,24.80851063829787,1,248.2806990881458,0,111.57920972644405,0,39.6,1,100.70142857142856,0,2.704878989361702,1,1.650190881458966,1,-1.0,2632.0,0,46.0,0,6.0,0,28.0,0,8.0,0,10.0,0,22.0,0,0.0,0,0.0,0,0,0,0,0,replace,0014113702294,Unsalted Pistachios,-0.8,-0.6,0.2,0020395400575
-2.3333333333333335,9,1,0,1,0,11529.66142285999,1,100.74614478475044,1,33.33280145641465,1,299.74773327621904,0,152.05141714856865,1,27.683990147783263,1,148.63945170272015,0,20.930207217819646,1,8.372082887127867,1,1.0,2130.0,0,25.0,0,6.25,0,40.0,0,20.0,0,12.5,0,25.0,0,0.9375,0,0.375,0,1,0,0,0,remove,0016000334946,Protein Smoothie Berry Blend Chewy Bars,-2.3333,-2.75,-0.4167,
-1.875,8,1,0,0,1,8493.447823907029,0,57.784539623070984,0,26.6250334019274,0,282.1371374680484,0,166.0331974617119,1,6.13033020507473,1,87.52469877976385,0,4.863722947599727,1,1.8615809522825213,1,2.0,166.0,0,0.5,0,0.1,0,8.5,0,8.4,0,0.5,0,0.7,0,0.08,0,0.032,0,1,0,0,0,replace,00166423,St Clement's & lime juice,-1.875,-1.25,0.625,0011152833484
-2.111111111111111,9,1,0,0,1,12561.835290875159,0,126.1,0,42.8999999523163,0,319.2882352941176,0,208.4058823529412,0,20.52941176470588,1,135.52941157397098,0,8.209588235294117,0,3.2758352941176474,0,1.0,241.0,0,0.5,0,0.1,0,3.6,0,3.6,0,0.0,0,9.5,0,0.1,0,0.0,0,0,0,0,1,add,0000202877974,Greek 0% Fat,-2.1111,-1.8,0.3111,
-3.0,3,0,0,0,0,3957.0,0,78.0,0,24.2,0,10.0,0,0.0,0,0.0,1,53.0,0,4.6,1,1.8399999999999999,1,-2.0,529.779411764706,0,5.88235294117647,0,2.94117647058824,0,9.92647058823529,0,1.47058823529412,0,0.735294117647059,0,8.08823529411765,0,0.919117647058823,0,0.367647058823529,0,0,0,0,0,replace,0013800100702,SALISBURY STEAK,-3.0,-3.0,0.0,0001630000347
1.75,4,0,0,0,0,3341.206378975001,0,12.28960063992668,0,3.422259169338451,0,129.13900406595562,0,7.5126756120771505,0,12.9836,1,35.3870814705882,0,0.579779125,1,0.219062732794118,1,3.0,1042.40638088235,0,3.18960073529411,0,0.492259264705881,0,41.5390039705882,0,2.17267558823529,0,6.7836,0,10.4870814705882,0,0.579779125,0,0.219062732794118,0,0,0,0,0,remove,0011110115348,White Brat & Sausage Buns,1.75,1.3333,-0.4167,
0.5,4,0,0,0,0,4772.50000047683,0,12.5666667620341,0,5.800000011920929,0,68.0,0,12.8333333333333,0,10.73333295186357,1,180.333333333333,0,0.88433325,1,0.35373330000000003,1,-2.0,1722.5,0,7.5,0,5.0,0,10.0,0,10.0,0,0.0,1,75.0,0,0.351,0,0.1404,0,0,0,0,0,remove,00079557,Pure whey protein chocolate peanut,0.5,1.3333,0.8333,
-0.2,10,0,0,0,1,7153.81508279324,0,28.46552742086214,0,8.020793270137913,0,305.27218983225583,0,22.954731540827815,0,25.659996359970112,1,41.51078648195481,0,5.312959915611813,1,2.124983966244726,1,-2.0,610.714285714286,0,4.76190476190476,0,0.595238095238095,0,22.6190476190476,0,1.19047619047619,0,1.19047619047619,0,2.38095238095238,0,0.922619047619048,0,0.369047619047619,0,0,0,0,0,add,0013120002588,Crispy Straight-Cut Fries,-0.2,-0.3636,-0.1636,
-1.2,5,1,0,0,0,2007.844683485524,1,1.7732858690605149,1,0.2549450549450549,1,134.5489396018668,0,46.94801152525548,0,9.45983593870918,1,13.733880216223666,1,4.223231697879583,1,1.6892926791518341,1,-3.0,102.0,0,0.0,0,0.0,0,2.0,0,0.0,0,0.0,1,4.0,0,8.0,0,3.2,0,0,0,0,0,add,0011359650914,Green sauce,-1.2,-1.5,-0.3,
-1.4,5,0,0,0,0,5958.8284738041,0,59.32801822323462,0,14.89999980926514,1,179.0681093394077,0,103.79999995231628,1,8.127790432801822,1,38.5006833712984,0,0.0,1,0.0,1,-1.0,948.0,0,10.0,0,8.0,0,22.0,0,20.0,0,0.0,0,12.0,0,0.1,0,0.04,0,0,0,0,1,add,0014353120179,Chocolate dipped greek yogurt bar,-1.4,-1.3333,0.0667,
-0.4,10,0,0,1,1,8424.28153936319,0,94.82282881106558,0,25.26928893972514,1,191.04427549715354,0,38.03799347180255,1,14.963552558139535,1,94.70837203864912,0,9.080331872481837,1,3.6321327489927353,1,0.0,334.21,0,0.0,0,0.0,0,11.33,0,9.33,0,0.7,0,8.0,0,0.1175,0,0.047,0,0,0,0,1,add,0007789043723,"Blueberry greek nonfat yogurt, blueberry",-0.4,-0.3636,0.0364,
0.0,3,0,0,0,1,728.603043478261,1,6.39130434782609,1,0.926086956521739,1,18.37869565217391,1,13.61695652173913,1,3.6130434782608702,1,8.869565217391305,1,0.12510869565217392,0,0.05004347826086957,0,-7.0,1946.66666666667,0,16.6666666666667,0,3.33333333333333,0,73.3333333333333,0,23.3333333333333,0,3.33333333333333,0,3.33333333333333,0,1.16666666666667,0,0.466666666666667,0,0,0,0,0,add,0014100055501,Cinnamon Roll Grahams,0.0,-1.75,-1.75,
-1.0,7,0,0,0,0,6670.090376649037,0,25.83663003663004,0,3.18571428571429,1,211.2472345384524,0,60.852600671904746,0,21.74050244149663,1,114.64753285929764,0,5.318800495279367,0,2.0799011504926996,0,-1.0,1043.8,0,8.5,0,1.929,0,37.0,0,0.429,0,3.4,0,4.3,0,0.4525,0,0.181,0,0,0,0,0,replace,00129268,Potato Croquettes,-1.0,-1.1429,-0.1429,0008274004854
-4.5,2,0,0,0,0,1856.533333333333,0,22.0,0,10.0,0,45.66666666666667,0,18.0,0,1.4,0,15.0,0,11.83333333333333,0,4.73333333333333,0,-3.0,113.333333333333,0,0.0,0,0.0,0,6.66666666666667,0,0.0,0,0.0,0,0.0,0,2.83333333333333,0,1.13333333333333,0,0,0,0,0,remove,0008157007125,Hot Chopped Pepper Relish,-4.5,-6.0,-1.5,
-1.8888888888888888,9,0,0,0,1,103259.4748541031,0,802.6111291733215,0,30.86016482718923,1,2597.5825331946367,0,128.66559823477172,1,346.4041513722504,1,1566.6309882001983,0,4.996171386681649,1,1.9984685546726608,1,-3.0,1568.98582751734,0,4.23287543394965,0,1.41095847798322,0,71.958882377144,0,9.87670934588252,0,5.64383391193287,0,8.4657508678993,0,2.01061583112608,0,0.804246332450433,0,0,0,0,1,remove,0021000078431,mac & cheese,-1.8889,-1.75,0.1389,
-2.857142857142857,7,0,0,1,0,7915.52249970501,1,70.15774759095376,1,37.189601769911505,1,274.8385447394297,1,110.8770501474926,1,6.440511307767949,1,36.05332281219273,1,3.1419251983775833,1,1.2567700793510321,1,-6.0,546.428571428569,0,0.0,0,0.0,0,32.142857142857,0,32.142857142857,0,0.0,1,0.0,0,1.9642857142857,0,0.78571428571428,0,0,0,0,0,replace,0009300002929,Sweet Heat Jalapeno Slices,-2.8571,-3.2857,-0.4286,0016000151284
-3.1,10,0,0,0,0,14821.049251654918,0,179.5130720930233,0,52.15597002384186,1,390.350460022148,0,131.02055811569312,1,20.19238491755249,1,81.30696085271317,0,9.061739926132516,0,3.624504970453008,0,0.0,1157.7,0,0.0,0,0.0,0,68.1,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0,0,0,0,add,0002000009335,Freedent fraise,-3.1,-2.8182,0.2818,
-0.2857142857142857,7,1,0,0,1,5919.637142857143,0,29.18,0,12.611,0,128.11142857142858,0,72.5642857142857,0,6.74285714285714,1,153.42000000000002,0,2.245,1,0.898,1,-3.0,1018.5,0,14.0,0,5.5,0,23.0,0,2.0,0,2.0,0,5.5,0,0.8875,0,0.355,0,0,0,0,0,add,0021131501259,Turkey pot pie,-0.2857,-0.625,-0.3393,
-0.4444444444444444,9,1,0,1,0,10417.904331864896,0,123.21488586303539,0,23.244454678948028,1,188.6539901214788,0,37.78568014951257,0,18.74631850779145,1,147.28395674809818,0,16.916236817514356,1,6.766494727005743,1,-4.0,188.5,0,0.5,0,0.1,0,10.0,0,7.2,0,0.0,1,0.0,0,5.8,0,2.32,0,0,0,0,0,add,0011210641150,Tabasco,-0.4444,-0.8,-0.3556,
